,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,AARTIPHARM,EQ,       764.70,                171463825.95,223838
,AARTISURF,EQ,       380.60,                  8362906.65,21964
,AARTISURF,P1,       138.00,                      138.00,1
,AARVI,EQ,       129.84,                  1534361.02,11795
,AATMAJ,SM,        20.80,                    83600.00,4000
,AAVAS,EQ,      1447.00,                 81937377.50,56656
,ABAN,BE,        18.34,                  1190271.82,64317
,ABBOTINDIA,EQ,     28090.00,                109282410.00,3869
,ABCAPITAL,EQ,       350.85,               1157699348.70,3297853
,ABCOTS,EQ,       409.15,                 11880829.40,28995
,ABDL,EQ,       483.15,                163845539.65,336747
,ABFRL,EQ,        73.32,                171119614.77,2322703
,ABGSEC,EQ,       110.81,                      221.62,2
,ABHAPOWER,SM,        32.00,                   207040.00,6400
,ABINFRA,EQ,        19.11,                 14340952.96,753265
,ABLBL,EQ,       118.39,                 74586735.84,625936
,ABMINTLLTD,EQ,        37.76,                    73532.26,1948
,ABREL,EQ,      1551.90,                123274588.30,79001
,ABSLAMC,EQ,       821.05,                123684573.15,152178
,ABSLBANETF,EQ,        60.84,                   367343.79,6037
,ABSLLIQUID,EQ,       999.99,                  1848992.75,1849
,ABSLNN50ET,EQ,        71.66,                   409209.60,5714
,ABSLPSE,EQ,        10.15,                  5214511.02,516296
,ABSMARINE,SM,       196.75,                 12632750.00,64500
,ACC,EQ,      1707.30,                248900309.50,145199
,ACCELYA,EQ,      1310.50,                  8501126.00,6471
,ACCENTMIC,SM,       350.75,                  9402275.00,27000
,ACCORD,SM,        30.45,                   707000.00,24000
,ACCPL,ST,        72.95,                   939900.00,13200
,ACCURACY,EQ,         5.38,                   220717.23,40814
,ACE,EQ,       886.45,                120046613.10,134590
,ACEINTEG,EQ,        19.79,                    60478.22,3033
,ACI,EQ,       510.95,                 43888666.00,85804
,ACL,EQ,        68.24,                  1740301.16,25453
,ACMESOLAR,EQ,       224.59,                 66077522.77,294494
,ACUTAAS,EQ,      1683.30,                227702412.50,135721
,ADDICTIVE,SM,       118.70,                  1110350.00,9500
,ADFFOODS,EQ,       193.83,                 11914957.64,61118
,ADL,EQ,        75.04,                    81523.82,1079
,ADOR,EQ,      1028.10,                  9527669.30,9182
,ADROITINFO,EQ,        10.04,                   600373.80,59755
,ADSL,EQ,       130.97,                 34178165.25,261098
,ADVANCE,EQ,       123.93,                 23126341.16,185517
,ADVANIHOTR,EQ,        55.01,                  1188583.62,21574
,ADVENTHTL,EQ,       221.72,                 26745894.58,123157
,ADVENZYMES,EQ,       290.20,                 43629608.95,150138
,AEGISLOG,EQ,       724.25,                191569790.85,263271
,AEGISVOPAK,EQ,       230.38,                 44013416.62,191890
,AEL120126,NL,       996.60,                    55208.00,54
,AEL120924B,N8,      1145.00,                    57250.00,50
,AEL1212026,NO,      1000.00,                   542486.50,543
,AEQUS,EQ,       141.58,                165546902.30,1157731
,AEROENTER,EQ,        79.53,                 17589792.50,219698
,AEROFLEX,EQ,       179.67,                 58153293.12,320809
,AERON,SM,        98.05,                   487900.00,5000
,AERONEU,EQ,        73.99,                  1840769.27,25466
,AETHER,EQ,       989.45,                155752770.95,158098
,AFCONS,EQ,       360.95,                 77121201.00,213617
,AFFLE,EQ,      1733.70,                131606729.80,75501
,AFFORDABLE,EQ,       186.34,                  6980834.64,37253
,AFIL,EQ,         5.76,                  4354683.32,754036
,AFSL,EQ,       201.51,                 10291513.92,51187
,AGARIND,EQ,       691.55,                 10550616.75,15204
,AGARWALEYE,EQ,       500.10,                 17841211.55,35656
,AGARWALTUF,SM,       108.95,                  4894680.00,44400
,AGI,EQ,       684.15,                 39245470.95,56663
,AGIIL,EQ,       287.65,                249739234.35,863142
,AGNI,SM,        21.55,                   378500.00,17500
,AGRITECH,BE,       150.00,                   575011.61,3792
,AGROPHOS,EQ,        37.13,                  1051396.66,28072
,AGSTRA,BZ,         3.92,                   379960.61,96781
,AGUL,SM,        64.55,                  1533100.00,24000
,AHCL,EQ,       136.89,                 24476683.45,176112
,AHLADA,EQ,        52.82,                  1208728.02,22812
,AHLEAST,EQ,       133.52,                  1248042.67,9365
,AHLUCONT,EQ,       898.30,                154189850.30,171715
,AIAENG,EQ,      3905.10,                271381069.10,69291
,AIIL,EQ,       667.90,               2576302880.00,3867055
,AILIMITED,SM,        30.25,                   381375.00,12000
,AIMTRON,ST,       805.90,                 15347990.00,19000
,AIRAN,EQ,        16.34,                   678602.20,41219
,AIROLAM,EQ,        94.45,                   155027.12,1622
,AIRTELPP,E1,      1614.70,                552869724.15,342928
,AJANTPHARM,EQ,      2730.60,                115171537.30,42293
,AJAXENGG,EQ,       575.15,                 10321666.70,17948
,AJMERA,EQ,       910.05,                 66459264.55,72875
,AJOONI,EQ,         4.08,                   623322.12,152378
,AKANKSHA,SM,        68.00,                   543800.00,8000
,AKASH,EQ,        29.06,                  2392776.35,82042
,AKG,EQ,        12.41,                   115903.04,9332
,AKI,EQ,         6.31,                   276790.46,44666
,AKIKO,ST,       252.85,                  2375560.00,9600
,AKSHAR,EQ,         0.49,                   233407.55,472539
,AKSHARCHEM,EQ,       228.32,                   438243.34,1916
,AKSHOPTFBR,EQ,         6.06,                  1113939.59,182884
,AKUMS,EQ,       443.85,                 19763205.00,44655
,AKZOINDIA,EQ,      3102.60,                 70798827.10,22729
,ALANKIT,EQ,        10.37,                  1832752.92,176034
,ALBERTDAVD,EQ,       719.00,                  3422040.70,4716
,ALCODIS,SM,        85.20,                   540843.75,6250
,ALEMBICLTD,EQ,        98.45,                 22109125.95,225146
,ALGOQUANT,EQ,        64.89,                 68226617.89,1041644
,ALICON,EQ,       771.95,                  5403526.20,6944
,ALIVUS,EQ,       876.70,                 44333505.25,50280
,ALKALI,EQ,        76.12,                   206473.34,2697
,ALKEM,EQ,      5863.50,               1072404845.00,183102
,ALKYLAMINE,EQ,      1610.90,                810635088.30,501783
,ALLCARGO,EQ,        11.09,                 38514068.88,3465816
,ALLDIGI,EQ,       818.25,                   997666.70,1209
,ALLETEC,SM,       208.70,                  2750740.00,13200
,ALLTIME,EQ,       238.95,                 25007474.10,104371
,ALMONDZ,EQ,        17.15,                  1820908.48,105845
,ALOKINDS,EQ,        15.87,                 90759105.62,5725063
,ALPA,EQ,        71.69,                  1689555.54,23325
,ALPEXSOLAR,SM,       742.05,                 37425865.00,50900
,ALPHA,EQ,        47.30,                 36390919.92,770253
,ALPHAETF,EQ,        24.72,                 16750664.41,677615
,ALPHAGEO,EQ,       222.82,                   151122.15,681
,ALPL30IETF,EQ,        27.87,                  3460261.95,124277
,ALUWIND,SM,        66.00,                  1759500.00,27000
,AMANTA,EQ,       108.32,                  2363788.21,21684
,AMBER,EQ,      6145.50,               1482865944.00,242318
,AMBEY,SM,        37.40,                   372800.00,10000
,AMBICAAGAR,EQ,        25.29,                   199224.15,7947
,AMBIKCO,EQ,      1213.30,                  4279827.30,3552
,AMCL,ST,       352.00,                   563440.00,1600
,AMDIND,EQ,        43.49,                   476286.86,10868
,AMEYA,SM,        94.00,                  1307950.00,14000
,AMIABLE,ST,        73.60,                   117760.00,1600
,AMJLAND,EQ,        48.97,                   274349.28,5660
,AMJUMBO,SM,        10.80,                    86400.00,8000
,AMNPLST,EQ,       182.50,                  3221966.03,17411
,AMRUTANJAN,EQ,       610.15,                  4127418.80,6762
,ANANDRATHI,EQ,      3152.20,               1997574435.90,633595
,ANANTAM,IV,       103.91,                   439801.67,4229
,ANANTRAJ,EQ,       566.55,                899933920.90,1590845
,ANDHRAPAP,EQ,        64.98,                  3660186.33,56302
,ANDHRSUGAR,EQ,        71.22,                  7403865.50,103752
,ANGELONE,EQ,      2439.30,               3232354072.40,1328986
,ANIKINDS,EQ,        42.29,                  3975682.31,89813
,ANKITMETAL,BZ,         1.74,                    11393.68,6542
,ANLON,SM,       365.55,                   146220.00,400
,ANMOL,EQ,        13.28,                   356050.66,26777
,ANNAPURNA,SM,       198.40,                  9997025.00,50000
,ANSALAPI,BZ,         3.30,                   148623.08,44175
,ANTELOPUS,EQ,       367.80,                 13435013.80,36967
,ANTGRAPHIC,EQ,         0.99,                   147701.57,149210
,ANTHEM,EQ,       629.65,                 92586369.20,148234
,ANUHPHR,EQ,        75.83,                  4307450.32,56587
,ANUP,EQ,      2056.40,                 92148498.70,44595
,ANURAS,EQ,      1337.70,                466658037.30,349928
,ANYA,SM,        19.75,                   986250.00,50000
,AONEGOLD,EQ,        13.13,                 15547795.49,1180179
,AONELIQUID,EQ,      1042.72,                 10496075.80,10066
,AONENIFTY,EQ,        10.54,                  5363811.11,508103
,AONETMMQ50,EQ,         9.60,                   480743.08,50226
,AONETOTAL,EQ,        11.82,                  6145579.65,517999
,APARINDS,EQ,      7651.50,                726728575.50,94221
,APCL,EQ,       140.30,                  3129031.33,22339
,APCOTEXIND,EQ,       354.45,                  2680733.15,7549
,APEX,EQ,       273.15,                 80854972.95,295779
,APEXECO,SM,       125.00,                   300000.00,2400
,APLAPOLLO,EQ,      1905.20,               1471080133.70,776013
,APLLTD,EQ,       801.10,                 29523205.20,36931
,APOLLO,EQ,       248.90,                376751972.40,1509634
,APOLLOPIPE,EQ,       291.00,                  9049796.20,30941
,APOLLOTYRE,EQ,       520.50,                706037606.50,1378698
,APOLSINHOT,EQ,      1280.00,                  1332661.20,1031
,APRAMEYA,SM,       259.00,                  9065775.00,35000
,APS,SM,       329.85,                  4481325.00,13500
,APTECHT,EQ,        87.81,                 10616294.85,120875
,APTUS,EQ,       274.20,                 84634041.20,308230
,ARCHIDPLY,EQ,        86.30,                   239985.24,2750
,ARCHIES,EQ,        17.19,                   407753.17,23594
,ARE&M,EQ,       881.85,                164148514.40,185045
,ARENTERP,EQ,        46.68,                     5623.56,125
,ARFIN,EQ,        81.73,                 99135857.52,1204649
,ARHAM,ST,       145.85,                  1744650.00,12000
,ARIES,EQ,       316.90,                  8793946.05,27611
,ARIHANTACA,SM,       470.00,                  1714020.00,3600
,ARIHANTCAP,EQ,        88.70,                 96735588.70,1073640
,ARIHANTSUP,EQ,       308.40,                  7897808.45,25474
,ARISINFRA,EQ,       112.80,                 21618603.43,191613
,ARISTO,SM,       115.95,                   713520.00,6400
,ARKADE,EQ,       127.95,                 29925418.30,232263
,ARMANFIN,EQ,      1534.50,                 44020822.80,28486
,AROGRANITE,EQ,        28.65,                   723370.18,25131
,ARROWGREEN,EQ,       475.95,                  6056359.70,12668
,ARSHIYA,BZ,         1.26,                    78618.22,62175
,ARSSBL,EQ,       634.00,                356928793.40,567695
,ARTEMISMED,EQ,       256.15,                 39286186.80,151048
,ARTNIRMAN,EQ,        47.00,                    22383.07,479
,ARUNAYA,SM,        19.00,                   114000.00,6000
,ARVEE,BE,       188.89,                    79256.88,430
,ARVIND,EQ,       301.65,                 90738536.05,306145
,ARVINDFASN,EQ,       470.05,                 74267372.35,158698
,ARVINDPORT,SM,        36.05,                  2011275.00,57000
,ARVSMART,EQ,       572.90,                  6811927.45,11842
,ASAHIINDIA,EQ,       959.10,                 78735057.40,83575
,ASAHISONG,EQ,       241.95,                  1435685.55,5933
,ASAL,EQ,       449.15,                  7750920.30,17237
,ASALCBR,EQ,       868.05,                 52613827.40,60023
,ASCOM,ST,       141.50,                  1538225.00,11000
,ASHALOG,SM,        70.45,                   624150.00,9000
,ASHAPURMIN,EQ,       853.00,                512213338.85,595792
,ASHIANA,EQ,       291.50,                 12990396.70,45055
,ASHIMASYN,EQ,        17.80,                  1433982.79,82032
,ASHOKA,EQ,       150.73,                196629110.14,1285219
,ASHOKAMET,EQ,        14.75,                   183751.62,12411
,ASHOKLEY,EQ,       185.70,               1275393673.55,6855429
,ASHWINI,SM,       156.75,                 17977250.00,115000
,ASIANENE,EQ,       257.90,                 16127296.20,62191
,ASIANHOTNR,EQ,       314.05,                  4958959.75,15511
,ASIANTILES,EQ,        71.41,                 61666830.43,865858
,ASKAUTOLTD,EQ,       465.70,                 56299593.70,121010
,ASMS,EQ,        11.14,                  1859940.85,166411
,ASPINWALL,EQ,       223.45,                   578470.70,2586
,ASPIRE,SM,        16.30,                   321900.00,20000
,ASTEC,EQ,       637.20,                 66017370.65,104773
,ASTERDM,EQ,       606.25,                126886634.75,209643
,ASTRAL,EQ,      1438.50,                250798658.70,174600
,ASTRAMICRO,EQ,       986.15,                136551111.65,138424
,ASTRAZEN,EQ,      8226.50,                 86990193.50,10615
,ASTRON,EQ,         5.75,                    62656.61,10898
,ATALREAL,EQ,        25.88,                 91236479.62,3614317
,ATAM,EQ,        81.11,                   309029.02,3839
,ATCENERGY,SM,        33.40,                   242520.00,7200
,ATGL,EQ,       555.45,                171328370.00,307388
,ATHERENERG,EQ,       653.35,               1219914020.90,1878212
,ATL,EQ,        26.69,                  3960339.10,147750
,ATLANTAA,EQ,        46.63,                 26396506.85,570120
,ATLANTAELE,EQ,       819.55,                 37397022.55,45935
,ATLASCYCLE,EQ,       105.13,                   660362.53,6233
,ATLPP,E1,        12.25,                     4239.84,346
,ATMASTCO,SM,       143.15,                  8086380.00,57200
,ATUL,EQ,      6137.50,                 73105820.00,11850
,ATULAUTO,EQ,       433.60,                 12166972.50,27932
,AUBANK,EQ,       971.95,               4506358444.30,4628293
,AURIGROW,BE,         0.64,                  1338396.80,2091245
,AURIONPRO,EQ,      1030.10,                111098823.70,106987
,AUROIMPEX,SM,        36.95,                   230480.00,6400
,AUROPHARMA,EQ,      1167.70,                996502390.80,854954
,AURUM,EQ,       178.03,                 10273536.92,57267
,AUSL,SM,        24.20,                    48400.00,2000
,AUSOMENT,EQ,       142.11,                 23067307.67,165524
,AUTOAXLES,EQ,      1907.60,                 24724257.40,12785
,AUTOBEES,EQ,       287.17,                 67192610.26,234727
,AUTOIETF,EQ,        28.73,                 11630055.22,405346
,AUTOIND,EQ,        73.01,                  5479803.98,74725
,AVADHSUGAR,EQ,       331.75,                 17828423.65,53393
,AVALON,EQ,       890.30,                 82559606.35,92602
,AVANTEL,EQ,       152.90,                100967524.27,653556
,AVANTIFEED,EQ,       813.35,                259427943.45,317000
,AVG,EQ,       167.04,                  2545149.61,15170
,AVIANSH,SM,       121.00,                   845600.00,7000
,AVL,EQ,       487.75,                 24968434.10,50943
,AVONMORE,EQ,        17.73,                  1658885.06,93291
,AVPINFRA,SM,       109.45,                  6105840.00,55200
,AVROIND,EQ,       134.09,                 12874134.16,98650
,AVTNPL,EQ,        66.26,                  2552424.57,38637
,AWFIS,EQ,       460.70,                 55203712.30,119337
,AWHCL,EQ,       462.40,                 42078629.20,89871
,AWL,EQ,       219.78,                196925540.49,890658
,AXISBNKETF,EQ,       612.29,                  1883027.63,3072
,AXISBPSETF,EQ,        13.12,                   899753.51,68564
,AXISCADES,EQ,      1357.20,                 55497688.30,40775
,AXISCETF,EQ,       123.91,                   267463.85,2163
,AXISGOLD,EQ,       117.61,                342754583.55,2909835
,AXISHCETF,EQ,       148.17,                   237343.14,1609
,AXISILVER,EQ,       258.73,                756055833.28,2927293
,AXISNIFTY,EQ,       282.84,                  7553677.58,26653
,AXISTECETF,EQ,       416.61,                   336734.78,813
,AXISVALUE,EQ,        31.59,                  2541551.30,80460
,AXITA,BE,         9.09,                  5804816.10,641353
,AXSENSEX,EQ,        86.00,                   144358.91,1671
,AYMSYNTEX,EQ,       160.07,                  1467193.17,9335
,AZAD,EQ,      1563.90,                 87332973.20,55885
,BABAFP,SM,        31.20,                   151360.00,4800
